,year,ncessch,school_name,state_name,lea_name,zip_location,latitude,longitude,county_code,school_level,school_type
460,2015,530771003467,Jane Addams Middle School,Washington,Seattle Public Schools,98125,47.70986,-122.292751,53033.0,Middle,Regular school
461,2015,530771003497,Fairmount Park Elementary School,Washington,Seattle Public Schools,98126,47.5527,-122.38029099999999,53033.0,Primary,Regular school
462,2015,530771003505,Interagency Open Doors,Washington,Seattle Public Schools,98118,47.558170000000004,-122.28711100000001,53033.0,High,Other/alternative school
463,2015,530771003555,Bridges Transition,Washington,Seattle Public Schools,98108,47.537827,-122.294379,53033.0,High,Special education school
464,2015,530792000404,Meridian Park Elementary School,Washington,Shoreline School District,98133,47.754978,-122.33615400000001,53033.0,Primary,Regular school
465,2015,530792001297,Albert Einstein Middle School,Washington,Shoreline School District,98177,47.769703,-122.36291299999999,53033.0,Middle,Regular school
466,2015,530792001299,Briarcrest Elementary,Washington,Shoreline School District,98155,47.742231,-122.297651,53033.0,Primary,Regular school
467,2015,530792001300,Brookside Elementary,Washington,Shoreline School District,98155,47.754942,-122.29004199999999,53033.0,Primary,Regular school
468,2015,530792001302,Echo Lake Elementary School,Washington,Shoreline School District,98133,47.769997,-122.339175,53033.0,Primary,Regular school
469,2015,530792001304,Highland Terrace Elementary,Washington,Shoreline School District,98133,47.745585,-122.35908300000001,53033.0,Primary,Regular school
470,2015,530792001308,Kellogg Middle School,Washington,Shoreline School District,98155,47.745614,-122.302972,53033.0,Middle,Regular school
471,2015,530792001309,Lake Forest Park Elementary,Washington,Shoreline School District,98155,47.763064,-122.287846,53033.0,Primary,Regular school
472,2015,530792001310,Melvin G Syre Elementary,Washington,Shoreline School District,98177,47.771743,-122.372607,53033.0,Primary,Regular school
473,2015,530792001313,Parkwood Elementary,Washington,Shoreline School District,98133,47.740738,-122.336575,53033.0,Primary,Regular school
474,2015,530792001314,Ridgecrest Elementary,Washington,Shoreline School District,98155,47.749256,-122.317654,53033.0,Primary,Regular school
475,2015,530792001315,Shorecrest High School,Washington,Shoreline School District,98155,47.74087,-122.30339099999999,53033.0,High,Regular school
476,2015,530792001317,Shorewood High School,Washington,Shoreline School District,98133,47.753598,-122.350053,53033.0,High,Regular school
477,2015,530792002447,Handicapped Contractual Services,Washington,Shoreline School District,98155,47.764832,-122.32826200000001,53033.0,Other,Special education school
478,2015,530792002646,Home Education Exchange,Washington,Shoreline School District,98155,47.76715,-122.320531,53033.0,Other,Other/alternative school
479,2015,530792002912,Fircrest Residential Habilitation,Washington,Shoreline School District,98155,47.7392,-122.312871,53033.0,Other,Regular school
480,2015,530792003116,Cascade K-8 Community School,Washington,Shoreline School District,98133,47.754978,-122.33615400000001,53033.0,Primary,Other/alternative school
481,2015,530792003405,Early Childhood Education,Washington,Shoreline School District,98133,47.754978,-122.33615400000001,53033.0,Primary,Regular school
482,2015,530792003445,Head Start,Washington,Shoreline School District,98133,47.754978,-122.33615400000001,53033.0,Primary,Regular school
485,2015,530804001329,Fall City Elementary,Washington,Snoqualmie Valley School District,98024,47.569503999999995,-121.89605800000001,53033.0,Primary,Regular school
486,2015,530804001330,Mount Si High School,Washington,Snoqualmie Valley School District,98065,47.522453000000006,-121.81674199999999,53033.0,High,Regular school
487,2015,530804001331,North Bend Elementary School,Washington,Snoqualmie Valley School District,98045,47.493934,-121.778994,53033.0,Primary,Regular school
488,2015,530804001332,Snoqualmie Elementary,Washington,Snoqualmie Valley School District,98065,47.523315000000004,-121.80996200000001,53033.0,Primary,Regular school
489,2015,530804002158,Two Rivers School,Washington,Snoqualmie Valley School District,98045,47.496128999999996,-121.78203899999998,53033.0,Other,Other/alternative school
490,2015,530804002239,Edwin R Opstad Elementary,Washington,Snoqualmie Valley School District,98045,47.480251,-121.76680400000001,53033.0,Primary,Regular school
491,2015,530804002439,Chief Kanim Middle School,Washington,Snoqualmie Valley School District,98024,47.569542999999996,-121.904997,53033.0,Middle,Regular school
492,2015,530804002980,Cascade View Elementary School,Washington,Snoqualmie Valley School District,98065,47.532154,-121.875528,53033.0,Primary,Regular school
493,2015,530804003252,Twin Falls Middle School,Washington,Snoqualmie Valley School District,98045,47.47363,-121.71474099999999,53033.0,Middle,Regular school
494,2015,530804003309,Snoqualmie Access,Washington,Snoqualmie Valley School District,98065,47.528620000000004,-121.828461,53033.0,Other,Special education school
495,2015,530804003394,Snoqualmie Parent Partnership Program,Washington,Snoqualmie Valley School District,98045,47.494569,-121.78006699999999,53033.0,Other,Other/alternative school
496,2015,530804003503,SVSD OPEN DOORS,Washington,Snoqualmie Valley School District,98065,47.528620000000004,-121.828461,53033.0,High,Other/alternative school
504,2015,530876000692,Rock Creek Elementary,Washington,Tahoma School District,98038,47.371918,-122.021492,53033.0,Primary,Regular school
505,2015,530876001463,Glacier Park Elementary,Washington,Tahoma School District,98038,47.35164,-122.02540800000001,53033.0,Primary,Regular school
506,2015,530876001515,Cedar River Middle School,Washington,Tahoma School District,98038,47.398371999999995,-122.051299,53033.0,Middle,Regular school
507,2015,530876001516,Lake Wilderness Elementary,Washington,Tahoma School District,98038,47.384097,-122.046954,53033.0,Primary,Regular school
508,2015,530876001517,Shadow Lake Elementary,Washington,Tahoma School District,98038,47.39887,-122.047025,53033.0,Primary,Regular school
509,2015,530876001519,Tahoma Senior High School,Washington,Tahoma School District,98042,47.38863,-122.100408,53033.0,High,Regular school
510,2015,530876002645,Russell Ridge Center,Washington,Tahoma School District,98038,47.398371999999995,-122.051226,53033.0,Not applicable,Other/alternative school
511,2015,530876002874,Tahoma Jr High,Washington,Tahoma School District,98051,47.372791,-122.00016299999999,53033.0,Middle,Regular school
512,2015,530876002979,Tahoma Middle School,Washington,Tahoma School District,98038,47.407610999999996,-122.01501100000002,53033.0,Middle,Regular school
513,2015,530930001394,Chautauqua Elementary,Washington,Vashon Island School District,98070,47.427518,-122.452725,53033.0,Other,Regular school
514,2015,530930001589,McMurray Middle School,Washington,Vashon Island School District,98070,47.428205,-122.454536,53033.0,Middle,Regular school
515,2015,530930001591,Vashon Island High School,Washington,Vashon Island School District,98070,47.42342,-122.458991,53033.0,High,Regular school
516,2015,530930002720,Family Link,Washington,Vashon Island School District,98070,47.423241,-122.45810700000001,53033.0,Other,Other/alternative school
517,2015,530930003112,Student Link,Washington,Vashon Island School District,98070,47.42329,-122.458201,53033.0,High,Other/alternative school
