"year","ncessch","school_name","state_name","lea_name","zip_location","latitude","longitude","county_code","school_level","school_type"
"2015","530000100376","Black Diamond Elementary","Washington","Enumclaw School District","98010","47.30973","-122.004781","53033","Primary","Regular school"
"2015","530000100377","Byron Kibler Elementary School","Washington","Enumclaw School District","98022","47.210768","-121.996719","53033","Primary","Regular school"
"2015","530000100379","Enumclaw Sr High School","Washington","Enumclaw School District","98022","47.190352","-122.006793","53033","High","Regular school"
"2015","530000100382","Southwood Elementary School","Washington","Enumclaw School District","98022","47.187505","-122.011684","53033","Primary","Regular school"
"2015","530000100383","Westwood Elementary School","Washington","Enumclaw School District","98022","47.229146","-122.057712","53033","Primary","Regular school"
"2015","530000100478","Sunrise Elementary","Washington","Enumclaw School District","98022","47.185549","-122.014946","53033","Primary","Regular school"
"2015","530000102054","Enumclaw Middle School","Washington","Enumclaw School District","98022","47.186979","-122.008112","53033","Middle","Regular school"
"2015","530000102795","Thunder Mountain Middle School","Washington","Enumclaw School District","98022","47.22306","-121.987581","53033","Middle","Regular school"
"2015","530000103038","Special Ed School","Washington","Enumclaw School District","98022","47.188196","-122.00657","53033","Other","Special education school"
"2015","530000200568","Inchelium High School","Washington","Inchelium School District","99138","48.301363","-118.198168","53019","High","Regular school"
"2015","530000202870","Inchelium Middle School","Washington","Inchelium School District","99138","48.301363","-118.198168","53019","Middle","Regular school"
"2015","530000202871","Inchelium Elementary School","Washington","Inchelium School District","99138","48.301363","-118.198168","53019","Primary","Regular school"
"2015","530000300167","Carrolls Elementary","Washington","Kelso School District","98626","46.07021","-122.866189","53015","Primary","Regular school"
"2015","530000300587","Barnes Elementary","Washington","Kelso School District","98626","46.159688","-122.907918","53015","Primary","Regular school"
"2015","530000300588","Beacon Hill Elementary","Washington","Kelso School District","98632","46.180315","-122.925884","53015","Primary","Regular school"
"2015","530000300589","Butler Acres Elementary","Washington","Kelso School District","98626","46.151319","-122.893873","53015","Primary","Regular school"
"2015","530000300590","Catlin Elementary","Washington","Kelso School District","98626","46.14884","-122.918521","53015","Primary","Regular school"
"2015","530000300591","Coweeman Middle School","Washington","Kelso School District","98626","46.143887","-122.888586","53015","Middle","Regular school"
"2015","530000300592","Huntington Middle School","Washington","Kelso School District","98626","46.154321","-122.904627","53015","Middle","Regular school"
"2015","530000300593","Kelso High School","Washington","Kelso School District","98626","46.143636","-122.892133","53015","High","Regular school"
"2015","530000300594","Rose Valley Elementary","Washington","Kelso School District","98626","46.098281","-122.826541","53015","Primary","Regular school"
"2015","530000300596","Wallace Elementary","Washington","Kelso School District","98626","46.134738","-122.912305","53015","Primary","Regular school"
"2015","530000303076","Special Education","Washington","Kelso School District","98626","46.147476","-122.905933","53015","Other","Special education school"
"2015","530000303109","Loowit High School","Washington","Kelso School District","98626","46.14549","-122.890151","53015","High","Other/alternative school"
"2015","530000303314","Kelso Virtual Academy","Washington","Kelso School District","98626","46.14298","-122.890511","53015","High","Regular school"
"2015","530000502917","Cowlitz County Youth Services Center","Washington","Educational Service District 112","98632","46.14017","-122.919291","53015","Other","Regular school"
"2015","530000503407","Clark County Juvenile Detention School","Washington","Educational Service District 112","98660","45.62995","-122.676521","53011","Other","Regular school"
"2015","530000503538","ESD 112 Open Doors Reengagement","Washington","Educational Service District 112","Missing/not reported","45.63909","-122.605811","53011","High","Other/alternative school"
"2015","530000702914","Clallam Co Juvenile Detention","Washington","Olympic Educational Service District 114","98363","48.119281","-123.484857","53009","High","Regular school"
"2015","530000702927","Kitsap Co Detention Ctr","Washington","Olympic Educational Service District 114","98366","47.520598","-122.665733","53035","Other","Regular school"
"2015","530000802095","Snohomish Detention Center","Washington","Northwest Educational Service District 189","98201","48.00491","-122.193241","53061","Other","Regular school"
"2015","530000802755","Pass Program","Washington","Northwest Educational Service District 189","98201","48.00462","-122.194241","53061","Other","Other/alternative school"
"2015","530000802921","Skagit County Detention Center","Washington","Northwest Educational Service District 189","98273","48.418273","-122.335765","53057","High","Regular school"
"2015","530000802923","Whatcom Co Detention Ctr","Washington","Northwest Educational Service District 189","98225","48.754347","-122.48","53073","High","Regular school"
"2015","530001002919","Martin Hall Detention Ctr","Washington","Educational Service District 101","99022","47.571939","-117.69674","53063","High","Regular school"
"2015","530001002929","Structural Alt Confinement School","Washington","Educational Service District 101","99205","47.665616","-117.430582","53063","High","Other/alternative school"
"2015","530001002930","Spokane Juvenile Detention School","Washington","Educational Service District 101","99205","47.665619","-117.430588","53063","Other","Regular school"
"2015","530001003583","NEWESD 101 Open Doors","Washington","Educational Service District 101","99202","","","","Not applicable","Regular school"
"2015","530001103422","GRAVITY High School","Washington","Educational Service District 113","98512","46.99431","-122.917321","53067","High","Other/alternative school"
"2015","530001202920","Walla Walla County Juvenile Detention","Washington","Educational Service District 123","99362","46.06501","-118.3458","53071","High","Regular school"
"2015","530001203521","Ugrad GÇô ESD123 Re-Engagement Program","Washington","Educational Service District 123","Missing/not reported","46.24104","-119.142501","53021","High","Other/alternative school"
"2015","530001403082","Bates Technical High School","Washington","Bates Technical College","98405","47.251928","-122.446876","53053","High","Vocational school"
"2015","530001403585","Bates Technical College - Open Doors","Washington","Bates Technical College","98405","","","","Not applicable","Regular school"
"2015","530001501016","Washington State School for the Deaf","Washington","WA State Center for Childhood Deafness and Hearing Loss","98661","45.625343","-122.639837","53011","Other","Regular school"
"2015","530001603208","Garret Heyns High School","Washington","Centralia College","98584","47.23791","-123.195411","53045","High","Regular school"
"2015","530001703209","Northwest Career and Technical High School","Washington","Clover Park Technical College","98499","47.175797","-122.4971","53053","High","Vocational school"
"2015","530003000001","A J West Elementary","Washington","Aberdeen School District","98520","46.972045","-123.837911","53027","Primary","Regular school"
"2015","530003000002","Harbor High School","Washington","Aberdeen School District","98520","46.972837","-123.831998","53027","High","Regular school"
"2015","530003000005","Central Park Elementary","Washington","Aberdeen School District","98520","46.967478","-123.697427","53027","Primary","Regular school"
"2015","530003000007","J M Weatherwax High School","Washington","Aberdeen School District","98520","46.979755","-123.817682","53027","High","Regular school"
"2015","530003000008","McDermoth Elementary","Washington","Aberdeen School District","98520","46.977101","-123.82346","53027","Primary","Regular school"
"2015","530003000009","Miller Junior High","Washington","Aberdeen School District","98520","46.963593","-123.792196","53027","Middle","Regular school"
"2015","530003000010","Robert Gray Elementary","Washington","Aberdeen School District","98520","46.986526","-123.813271","53027","Primary","Regular school"
"2015","530003000011","Stevens Elementary School","Washington","Aberdeen School District","98520","46.966855","-123.789524","53027","Primary","Regular school"
"2015","530003002055","Grays Harbor Juvenile Detention","Washington","Aberdeen School District","98520","46.97735","-123.779241","53027","Other","Regular school"
"2015","530003002271","Hopkins Elementary","Washington","Aberdeen School District","98520","46.972932","-123.831371","53027","Primary","Regular school"
"2015","530003003334","Twin Harbors - A Branch of New Market Skills Center","Washington","Aberdeen School District","98520","46.979755","-123.817682","53027","High","Vocational school"
"2015","530006000012","Adna Elementary School","Washington","Adna School District","98532","46.638392","-123.059406","53041","Primary","Regular school"
"2015","530006000013","Adna Middle/High School","Washington","Adna School District","98532","46.630294","-123.056809","53041","Other","Regular school"
"2015","530009000179","Almira Elementary School","Washington","Almira School District","99103","47.707336","-118.941202","53043","Primary","Regular school"
"2015","530015000015","Anacortes Middle School","Washington","Anacortes School District","98221","48.503561","-122.618184","53057","Middle","Regular school"
"2015","530015000016","Anacortes High School","Washington","Anacortes School District","98221","48.507146","-122.622559","53057","High","Regular school"
"2015","530015000017","Fidalgo Elementary","Washington","Anacortes School District","98221","48.446699","-122.582681","53057","Primary","Regular school"
"2015","530015000018","Island View Elementary","Washington","Anacortes School District","98221","48.501743","-122.62116","53057","Primary","Regular school"
"2015","530015000019","Mount Erie Elementary","Washington","Anacortes School District","98221","48.487174","-122.618719","53057","Primary","Regular school"
"2015","530015000021","Whitney Elementary Anacortes","Washington","Anacortes School District","98221","48.512097","-122.617767","53057","Primary","Regular school"
"2015","530015003303","Cap Sante High School","Washington","Anacortes School District","98221","48.50664","-122.621291","53057","High","Other/alternative school"
"2015","530024000023","Arlington High School","Washington","Arlington School District","98223","48.166233","-122.114976","53061","High","Regular school"
"2015","530024000024","Post Middle School","Washington","Arlington School District","98223","48.196503","-122.111399","53061","Middle","Regular school"
"2015","530024001190","Kent Prairie Elementary","Washington","Arlington School District","98223","48.183561","-122.119484","53061","Primary","Regular school"
"2015","530024001815","Presidents Elementary","Washington","Arlington School District","98223","48.195529","-122.120315","53061","Primary","Regular school"
"2015","530024002074","Weston High School","Washington","Arlington School District","98223","48.153058","-122.173033","53061","High","Other/alternative school"
"2015","530024002248","Eagle Creek Elementary","Washington","Arlington School District","98223","48.194027","-122.112266","53061","Primary","Regular school"
"2015","530024002589","Stillaguamish School","Washington","Arlington School District","98223","48.197636","-122.114545","53061","Other","Other/alternative school"
"2015","530024002940","Pioneer Elementary","Washington","Arlington School District","98223","48.165605","-122.120555","53061","Primary","Regular school"
"2015","530024003008","Haller Middle School","Washington","Arlington School District","98223","48.191618","-122.121039","53061","Middle","Regular school"
"2015","530024003065","Arlington Special Educ School","Washington","Arlington School District","98223","48.195732","-122.122049","53061","Other","Regular school"
"2015","530028000027","Asotin Elementary","Washington","Asotin-Anatone School District","99402","46.340527","-117.051222","53003","Primary","Regular school"
"2015","530028000028","Asotin Jr Sr High","Washington","Asotin-Anatone School District","99402","46.340227","-117.051767","53003","Other","Regular school"
"2015","530030000029","Alpac Elementary School","Washington","Auburn School District","98047","47.271044","-122.248972","53033","Primary","Regular school"
"2015","530030000031","West Auburn Senior High School","Washington","Auburn School District","98001","47.308105","-122.234821","53033","High","Other/alternative school"
"2015","530030000032","Auburn Senior High School","Washington","Auburn School District","98002","47.30921","-122.221051","53033","High","Regular school"
"2015","530030000033","Cascade Middle School","Washington","Auburn School District","98002","47.329342","-122.214815","53033","Middle","Regular school"
"2015","530030000034","Chinook Elementary School","Washington","Auburn School District","98092","47.289715","-122.18142","53033","Primary","Regular school"
"2015","530030000035","Evergreen Heights Elementary","Washington","Auburn School District","98001","47.319367","-122.264111","53033","Primary","Regular school"
"2015","530030000036","Lea Hill Elementary School","Washington","Auburn School District","98092","47.324924","-122.175372","53033","Primary","Regular school"
"2015","530030000037","Dick Scobee Elementary School","Washington","Auburn School District","98002","47.320758","-122.216203","53033","Primary","Regular school"
"2015","530030000038","Olympic Middle School","Washington","Auburn School District","98002","47.292278","-122.217056","53033","Middle","Regular school"
"2015","530030000039","Pioneer Elementary School","Washington","Auburn School District","98002","47.28784","-122.214521","53033","Primary","Regular school"
"2015","530030000040","Gildo Rey Elementary School","Washington","Auburn School District","98002","47.278308","-122.216019","53033","Primary","Regular school"
"2015","530030000041","Terminal Park Elementary School","Washington","Auburn School District","98002","47.298127","-122.224638","53033","Primary","Regular school"
"2015","530030000042","Washington Elementary School","Washington","Auburn School District","98002","47.308475","-122.222183","53033","Primary","Regular school"
"2015","530030000698","Ilalko Elementary School","Washington","Auburn School District","98092","47.264049","-122.227455","53033","Primary","Regular school"
"2015","530030001443","Mt Baker Middle School","Washington","Auburn School District","98002","47.274561","-122.220173","53033","Middle","Regular school"
"2015","530030001744","Lake View Elementary School","Washington","Auburn School District","98092","47.316677","-122.122265","53033","Primary","Regular school"
"2015","530030002277","Hazelwood Elementary School","Washington","Auburn School District","98092","47.32906","-122.183667","53033","Primary","Regular school"
"2015","530030002434","Rainier Middle School","Washington","Auburn School District","98092","47.327443","-122.185481","53033","Middle","Regular school"
"2015","530030002445","Auburn Riverside High School","Washington","Auburn School District","98092","47.267756","-122.222204","53033","High","Regular school"
"2015","530030002904","Special Ed School","Washington","Auburn School District","98002","47.31064","-122.222671","53033","Other","Special education school"
"2015","530030002978","Auburn Mountainview High School","Washington","Auburn School District","98092","47.341942","-122.172983","53033","High","Regular school"
"2015","530030003063","Lakeland Hills Elementary","Washington","Auburn School District","98092","47.254605","-122.215318","53053","Primary","Regular school"
"2015","530030003174","Arthur Jacobsen Elementary","Washington","Auburn School District","98092","47.34477","-122.164395","53033","Primary","Regular school"
"2015","530031303265","Lake Washington Technical Academy","Washington","Lake Washington Institute of Technology","98034","47.70305","-122.164941","53033","High","Regular school"
"2015","530031303403","Gateway to College at LWIT","Washington","Lake Washington Institute of Technology","98034","47.70305","-122.164941","53033","High","Other/alternative school"
"2015","530031303438","LWIT 1418 Contract Bellevue College CEO","Washington","Lake Washington Institute of Technology","98034","47.70305","-122.164941","53033","Not applicable","Other/alternative school"
"2015","530031403267","Everett CC High School Completion","Washington","Everett Community College","98201","48.006628","-122.204707","53061","High","Regular school"
"2015","530031802385","Washington State School for the Blind","Washington","Office of the Governor (Sch for Blind)","98661","45.63124","-122.648151","53011","Other","Regular school"
"2015","530032003397","UW Early Entrance Program","Washington","University of Washington (17904)","98195","47.568427","-122.313512","53033","High","Regular school"
"2015","530032103424","SSCC High School Completion","Washington","South Seattle Community College (CC Dist #6)","98106","47.54723","-122.351921","53033","High","Regular school"
"2015","530032203410","Institute for Extended Learning","Washington","Community Colleges of Spokane","99224","47.67611","-117.456871","53063","High","Regular school"
"2015","530032303388","SCCC High School Completion","Washington","Seattle Central Community College","98122","47.61689","-122.321351","53033","High","Regular school"
"2015","530032403412","Washington Youth Academy","Washington","Washington Military Department","98312","47.55338","-122.681811","53035","High","Regular school"
"2015","530032503431","Renton Tech College High School Completion","Washington","Renton Technical College","98056","47.48915","-122.177321","53033","High","Regular school"
"2015","530032603395","Green River Community College","Washington","Green River Community College","98092","47.31484","-122.178071","53033","High","Regular school"
"2015","530032803493","Chief Kitsap Academy","Washington","Suquamish Tribal Education Department","98370","47.708795","-122.581479","53035","Other","Regular school"
"2015","530033000043","Bainbridge High School","Washington","Bainbridge Island School District","98110","47.63813","-122.524879","53035","High","Regular school"
"2015","530033000044","Capt. Charles Wilkes Elem School","Washington","Bainbridge Island School District","98110","47.678348","-122.5217","53035","Primary","Regular school"
"2015","530033000045","Capt Johnston Blakely Elem Sch","Washington","Bainbridge Island School District","98110","47.606558","-122.53595","53035","Primary","Regular school"
"2015","530033000047","Ordway Elementary","Washington","Bainbridge Island School District","98110","47.640388","-122.522336","53035","Primary","Regular school"
"2015","530033002452","Woodward Middle School","Washington","Bainbridge Island School District","98110","47.645855","-122.528418","53035","Middle","Regular school"
"2015","530033002523","Odyssey Multiage Program","Washington","Bainbridge Island School District","98110","47.635621","-122.514049","53035","Primary","Regular school"
"2015","530033002734","Sakai Intermediate","Washington","Bainbridge Island School District","98110","47.648886","-122.527495","53035","Middle","Regular school"
"2015","530033002802","Mosaic Home Education Partnership","Washington","Bainbridge Island School District","98110","47.635621","-122.514049","53035","Primary","Other/alternative school"
"2015","530033003110","Eagle Harbor High School","Washington","Bainbridge Island School District","98110","47.635621","-122.514049","53035","High","Other/alternative school"
"2015","530033003113","Bainbridge Special Education Services","Washington","Bainbridge Island School District","98110","47.638748","-122.52176","53035","Other","Special education school"
"2015","530033103478","First Place Scholars Charter School","Washington","First Place Scholars Charter School District","98122","47.603058","-122.306308","53033","Primary","Regular school"
"2015","530033203536","Excel Public Charter School","Washington","Excel Public Charter School LEA","98031","47.42894","-122.195441","53033","Middle","Regular school"
"2015","530033303541","Summit Public School: Olympus","Washington","Summit Public School: Olympus","98421","47.24103","-122.429121","53053","High","Regular school"
"2015","530033403510","Summit Public School: Sierra","Washington","Summit Public School: Sierra","98104","47.59792","-122.318401","53033","High","Regular school"
"2015","530033503533","Rainier Prep","Washington","Rainier Prep Charter School District","98168","47.51151","-122.318361","53033","Middle","Regular school"
"2015","530033603508","SOAR Academy Public Charter School","Washington","SOAR Academy Charter District","98405","47.24029","-122.449481","53053","Primary","Regular school"
"2015","530033703539","Spokane International Academy Elementary","Washington","Spokane International Academy","99217","47.704128","-117.370588","53063","Primary","Regular school"
"2015","530033803553","Green Dot Destiny Middle School","Washington","Green Dot Public Schools Washington State Charter District","98404","47.23267","-122.412981","53053","Middle","Regular school"
"2015","530033903495","PRIDE Prep School Technology and Science","Washington","PRIDE Prep Charter School District","99202","47.657224","-117.39876","53063","Other","Regular school"
"2015","530038000048","Amboy Middle School","Washington","Battle Ground School District","98601","45.91376","-122.4446","53011","Middle","Regular school"
"2015","530038000049","Battle Ground High School","Washington","Battle Ground School District","98604","45.782181","-122.539068","53011","High","Regular school"
"2015","530038000051","Glenwood Heights Primary","Washington","Battle Ground School District","98662","45.71865","-122.5729","53011","Primary","Regular school"
"2015","530038000052","Laurin Middle School","Washington","Battle Ground School District","98662","45.71987","-122.573","53011","Middle","Regular school"
"2015","530038000054","Pleasant Valley Middle","Washington","Battle Ground School District","98686","45.725473","-122.620464","53011","Middle","Regular school"
"2015","530038000055","Pleasant Valley Primary","Washington","Battle Ground School District","98686","45.72539","-122.6204","53011","Primary","Regular school"
"2015","530038000056","Yacolt Primary","Washington","Battle Ground School District","98675","45.86689","-122.4108","53011","Primary","Regular school"
"2015","530038001069","Summit View High School","Washington","Battle Ground School District","98606","45.72972","-122.5581","53011","High","Other/alternative school"
"2015","530038001747","Prairie High School","Washington","Battle Ground School District","98662","45.707877","-122.556026","53011","High","Regular school"
"2015","530038002249","Preschool Infant Other","Washington","Battle Ground School District","98606","45.730141","-122.560098","53011","Other","Special education school"
"2015","530038002278","Captain Strong","Washington","Battle Ground School District","98604","45.787407","-122.545593","53011","Primary","Regular school"
"2015","530038002782","CAM Academy","Washington","Battle Ground School District","98604","45.79096","-122.545821","53011","Other","Other/alternative school"
"2015","530038002857","Homelink River","Washington","Battle Ground School District","98604","45.766312","-122.543932","53011","Other","Other/alternative school"
"2015","530038003176","Daybreak Middle","Washington","Battle Ground School District","98604","45.79419","-122.560571","53011","Middle","Regular school"
"2015","530038003194","Daybreak Primary","Washington","Battle Ground School District","98604","45.79419","-122.560571","53011","Primary","Regular school"
"2015","530038003214","Tukes Valley Middle School","Washington","Battle Ground School District","98604","45.77245","-122.495861","53011","Middle","Regular school"
"2015","530038003228","Tukes Valley Primary","Washington","Battle Ground School District","98604","45.77245","-122.495861","53011","Primary","Regular school"
"2015","530038003262","Chief Umtuch Middle","Washington","Battle Ground School District","98604","45.787466","-122.544328","53011","Middle","Regular school"
"2015","530038003409","Maple Grove K-8","Washington","Battle Ground School District","98604","45.766325","-122.542692","53011","Primary","Regular school"
"2015","530038003501","Open Doors Battle Ground","Washington","Battle Ground School District","98606","45.73155","-122.560421","53011","High","Other/alternative school"
"2015","530038003531","Summit View Middle School","Washington","Battle Ground School District","98604","45.78579","-122.558691","53011","Middle","Regular school"
"2015","530039000058","Ardmore Elementary School","Washington","Bellevue School District","98008","47.639591","-122.117467","53033","Primary","Regular school"
"2015","530039000060","Bellevue High School","Washington","Bellevue School District","98004","47.604668","-122.197234","53033","High","Regular school"
"2015","530039000062","Bennett Elementary School","Washington","Bellevue School District","98008","47.624703","-122.101974","53033","Primary","Regular school"
"2015","530039000063","Cherry Crest Elementary School","Washington","Bellevue School District","98005","47.63944","-122.173711","53033","Primary","Regular school"
"2015","530039000064","Chinook Middle School","Washington","Bellevue School District","98004","47.62785","-122.210751","53033","Middle","Regular school"
"2015","530039000065","Clyde Hill Elementary","Washington","Bellevue School District","98004","47.63083","-122.211361","53033","Primary","Regular school"
"2015","530039000066","Eastgate Elementary School","Washington","Bellevue School District","98006","47.571499","-122.137329","53033","Primary","Regular school"
"2015","530039000067","Enatai Elementary School","Washington","Bellevue School District","98007","47.61226","-122.138731","53033","Primary","Regular school"
"2015","530039000068","Highland Middle School","Washington","Bellevue School District","98007","47.625672","-122.140555","53033","Middle","Regular school"
"2015","530039000072","Interlake Senior High School","Washington","Bellevue School District","98008","47.631346","-122.123538","53033","High","Regular school"
"2015","530039000075","Lake Hills Elementary","Washington","Bellevue School District","98007","47.6214","-122.1492","53033","Primary","Regular school"
"2015","530039000076","Medina Elementary School","Washington","Bellevue School District","98039","47.61719","-122.234051","53033","Primary","Regular school"
"2015","530039000077","Newport Heights Elementary","Washington","Bellevue School District","98006","47.5556","-122.180941","53033","Primary","Regular school"
"2015","530039000078","Newport Senior High School","Washington","Bellevue School District","98006","47.5675","-122.171965","53033","High","Regular school"
"2015","530039000079","Odle Middle School","Washington","Bellevue School District","98006","47.549421","-122.182843","53033","Middle","Regular school"
"2015","530039000082","Phantom Lake Elementary","Washington","Bellevue School District","98008","47.60032","-122.125595","53033","Primary","Regular school"
"2015","530039000085","Sammamish Senior High","Washington","Bellevue School District","98005","47.60802","-122.152288","53033","High","Regular school"
"2015","530039000086","Sherwood Forest Elementary","Washington","Bellevue School District","98008","47.63059","-122.120821","53033","Primary","Regular school"
"2015","530039000087","Somerset Elementary School","Washington","Bellevue School District","98006","47.563241","-122.151828","53033","Primary","Regular school"
"2015","530039000088","Spiritridge Elementary School","Washington","Bellevue School District","98008","47.587901","-122.120123","53033","Primary","Regular school"
"2015","530039000089","Stevenson Elementary","Washington","Bellevue School District","98007","47.61808","-122.150791","53033","Primary","Regular school"
"2015","530039000090","Puesta del Sol Elementary School","Washington","Bellevue School District","98006","47.575881","-122.163838","53033","Primary","Regular school"
"2015","530039000093","Tillicum Middle School","Washington","Bellevue School District","98008","47.598384","-122.125747","53033","Middle","Regular school"
"2015","530039000094","Tyee Middle School","Washington","Bellevue School District","98006","47.57337","-122.159021","53033","Middle","Regular school"
"2015","530039000096","Woodridge Elementary","Washington","Bellevue School District","98005","47.591957","-122.172876","53033","Primary","Regular school"
"2015","530039003149","International School","Washington","Bellevue School District","98005","47.604123","-122.170332","53033","Other","Other/alternative school"
"2015","530039003354","Bellevue Big Picture School","Washington","Bellevue School District","98007","47.59189","-122.141301","53033","Other","Other/alternative school"
"2015","530039003434","Central Educational Services","Washington","Bellevue School District","98005","47.61058","-122.178731","53033","Other","Regular school"
"2015","530039003455","Jing Mei Elementary School","Washington","Bellevue School District","98006","47.55256","-122.172301","53033","Primary","Regular school"
"2015","530039003462","Grad Alliance Program","Washington","Bellevue School District","98005","47.61058","-122.178731","53033","High","Other/alternative school"
"2015","530042000098","Alderwood Elementary School","Washington","Bellingham School District","98225","48.778834","-122.52707","53073","Primary","Regular school"
"2015","530042000099","Bellingham High School","Washington","Bellingham School District","98225","48.75694","-122.474074","53073","High","Regular school"
"2015","530042000100","Birchwood Elementary School","Washington","Bellingham School District","98225","48.774754","-122.506305","53073","Primary","Regular school"
"2015","530042000101","Carl Cozier Elementary School","Washington","Bellingham School District","98229","48.745813","-122.461566","53073","Primary","Regular school"
"2015","530042000103","Columbia Elementary School","Washington","Bellingham School District","98225","48.76348","-122.492381","53073","Primary","Regular school"
"2015","530042000104","Fairhaven Middle School","Washington","Bellingham School District","98225","48.714634","-122.50327","53073","Middle","Regular school"
"2015","530042000105","Geneva Elementary School","Washington","Bellingham School District","98229","48.748152","-122.402449","53073","Primary","Regular school"
"2015","530042000106","Happy Valley Elementary School","Washington","Bellingham School District","98225","48.722344","-122.485178","53073","Primary","Regular school"
"2015","530042000108","Lowell Elementary School","Washington","Bellingham School District","98225","48.724402","-122.499083","53073","Primary","Regular school"
"2015","530042000110","Parkview Elementary School","Washington","Bellingham School District","98225","48.771147","-122.478964","53073","Primary","Regular school"
"2015","530042000112","Roosevelt Elementary School","Washington","Bellingham School District","98226","48.768388","-122.442862","53073","Primary","Regular school"
"2015","530042000113","Sehome High School","Washington","Bellingham School District","98225","48.727232","-122.481552","53073","High","Regular school"
"2015","530042000114","Shuksan Middle School","Washington","Bellingham School District","98225","48.779308","-122.501357","53073","Middle","Regular school"
"2015","530042000115","Silver Beach Elementary School","Washington","Bellingham School District","98226","48.768287","-122.416819","53073","Primary","Regular school"
"2015","530042000116","Sunnyland Elementary School","Washington","Bellingham School District","98226","48.767292","-122.464429","53073","Primary","Regular school"
"2015","530042000117","Whatcom Middle School","Washington","Bellingham School District","98225","48.75897","-122.48032","53073","Middle","Regular school"
"2015","530042001738","Options High School","Washington","Bellingham School District","98225","48.7575","-122.470761","53073","High","Other/alternative school"
"2015","530042001739","Kulshan Middle School","Washington","Bellingham School District","98229","48.745412","-122.432602","53073","Middle","Regular school"
"2015","530042002540","Home Port Learning Center","Washington","Bellingham School District","98225","48.754311","-122.484965","53073","High","Other/alternative school"
"2015","530042002693","Squalicum High School","Washington","Bellingham School District","98226","48.78406","-122.423711","53073","High","Regular school"
"2015","530042002774","Visions (Seamar Youth Center)","Washington","Bellingham School District","98226","48.768484","-122.452921","53073","Other","Other/alternative school"
"2015","530042002939","Northern Heights Elementary Schl","Washington","Bellingham School District","98226","48.78657","-122.419031","53073","Primary","Regular school"
"2015","530042003225","Wade King Elementary School","Washington","Bellingham School District","98229","48.717395","-122.44184","53073","Primary","Regular school"
"2015","530042003358","Cordata Elementary School","Washington","Bellingham School District","98226","48.80146","-122.505291","53073","Primary","Regular school"
"2015","530042003476","Bellingham Family Partnership Program","Washington","Bellingham School District","98225","48.71893","-122.493741","53073","Other","Other/alternative school"
"2015","530042003488","Bellingham Re-Engagement Program","Washington","Bellingham School District","98225","48.75935","-122.487001","53073","High","Other/alternative school"
"2015","530045000118","Benge Elementary","Washington","Benge School District","99105","46.910131","-118.100413","53001","Primary","Regular school"
"2015","530048000119","Bethel High School","Washington","Bethel School District","98387","47.054484","-122.378127","53053","High","Regular school"
"2015","530048000120","Bethel Middle School","Washington","Bethel School District","98387","47.058169","-122.378588","53053","Middle","Regular school"
"2015","530048000121","Chester H Thompson Elementary","Washington","Bethel School District","98445","47.112316","-122.426973","53053","Primary","Regular school"
"2015","530048000122","Clover Creek Elementary","Washington","Bethel School District","98446","47.103333","-122.379495","53053","Primary","Regular school"
"2015","530048000123","Elk Plain School of Choice","Washington","Bethel School District","98397","47.056431","-122.399097","53053","Primary","Regular school"
"2015","530048000124","Kapowsin Elementary","Washington","Bethel School District","98338","47.015945","-122.293029","53053","Primary","Regular school"
"2015","530048000126","Roy Elementary","Washington","Bethel School District","98580","47.001523","-122.541921","53053","Primary","Regular school"
"2015","530048000127","Spanaway Elementary","Washington","Bethel School District","98387","47.107156","-122.436286","53053","Primary","Regular school"
"2015","530048000128","Spanaway Middle School","Washington","Bethel School District","98445","47.115078","-122.428336","53053","Middle","Regular school"
"2015","530048000595","Frontier Middle School","Washington","Bethel School District","98338","47.055648","-122.288139","53053","Middle","Regular school"
"2015","530048001748","Evergreen Elementary","Washington","Bethel School District","98387","47.101532","-122.41173","53053","Primary","Regular school"
"2015","530048001749","Naches Trail Elementary","Washington","Bethel School District","98446","47.117497","-122.388104","53053","Primary","Regular school"
"2015","530048001750","Shining Mountain Elementary","Washington","Bethel School District","98387","47.060087","-122.377643","53053","Primary","Regular school"
"2015","530048001819","Cedarcrest Middle School","Washington","Bethel School District","98387","47.084079","-122.414346","53053","Other","Regular school"
"2015","530048001821","Spanaway Lake High School","Washington","Bethel School District","98387","47.10564","-122.412366","53053","High","Regular school"
"2015","530048001925","Rocky Ridge Elementary","Washington","Bethel School District","98338","47.019789","-122.345499","53053","Primary","Regular school"
"2015","530048002200","Challenger High School","Washington","Bethel School District","98387","47.092412","-122.42969","53053","High","Other/alternative school"
"2015","530048002202","Camas Prairie Elementary","Washington","Bethel School District","98387","47.09633","-122.427443","53053","Primary","Regular school"
"2015","530048002203","Graham Elementary","Washington","Bethel School District","98338","47.070305","-122.296889","53053","Primary","Regular school"
"2015","530048002250","Centennial Elementary Bethel","Washington","Bethel School District","98338","47.035785","-122.355676","53053","Primary","Regular school"
"2015","530048002282","Shining Mountain Preschool","Washington","Bethel School District","98387","47.059641","-122.378721","53053","Primary","Regular school"
"2015","530048002430","Pioneer Valley Elementary","Washington","Bethel School District","98387","47.070841","-122.330382","53053","Primary","Regular school"
"2015","530048002747","North Star Elementary","Washington","Bethel School District","98338","47.054591","-122.328317","53053","Primary","Regular school"
"2015","530048003002","SpEd Preschool","Washington","Bethel School District","98387","47.096826","-122.425454","53053","Primary","Special education school"
