,min_dist_park
199,0.9985243389916671
200,0.726555629830443
201,1.0998551937967367
202,7.889662682197708
203,4.441826733660531
204,0.4740166250937193
205,1.5534383476730602
206,0.9367347404679037
207,3.530347120010356
208,3.0459528281571253
209,4.838187675848531
210,1.3677319836299757
211,4.623633069008749
212,1.0120713038748521
213,1.4493460456863247
214,2.3849855211327045
215,1.0881776518211428
216,3.2325953022086082
217,0.7473303819329193
218,3.3402190197301627
219,5.7948698625022645
220,2.0567331270945752
221,4.166898534813606
222,2.9436281778612563
223,0.8887059074640189
224,1.7552746153337895
225,0.46246195456840133
226,1.2591055456463949
227,4.320973026524748
228,1.2124959822980281
229,0.8214289328866764
230,4.0183318396654215
231,0.6178785879306724
232,3.16016013722666
233,0.3158630019153774
234,1.2005146980416603
235,3.5877812488749576
236,1.7512327717884744
237,4.8724945550229615
238,2.6850689146311475
239,2.1475045160256316
240,2.443997847379334
241,1.4305137739353075
242,4.536642111015525
243,2.822164365441554
244,6.152689155991022
245,5.133784240443816
246,2.632755768549727
247,0.7218856642178272
248,2.873609595555315
249,5.585955865835124
250,1.8130025624808215
251,0.5099682668028173
252,2.577655964490707
253,2.300456639168056
254,2.007929446959164
255,4.112947423848173
256,1.0812933052144411
257,0.3282223280266762
258,2.8315674407473423
259,1.1548368726979925
260,6.425627520946923
261,4.809978526548534
262,2.4053348547042885
263,3.744810582461721
264,4.621227358579119
265,0.8322592293376111
266,1.9551810109910148
267,3.8704317794576366
268,4.448388167057232
269,5.749972659804628
270,0.6415431009031924
271,5.164792696120411
272,2.2621037600386287
273,0.8630263907754022
274,8.654179538192027
275,1.3559781077354713
276,1.0715190362298128
277,2.4349533799168466
278,0.16849541895085987
279,2.440686486994413
280,0.6011914223887852
281,1.21674750269589
282,5.239539367539734
283,0.8237315482569144
284,1.538307700858882
285,0.60727277639843
286,0.8767088428824258
287,0.5521599325625846
288,2.3999098469092037
289,2.811263826548012
290,4.232230128387367
291,1.0023714920719966
292,1.146119953738348
293,1.4562487180934038
294,3.2386766232877187
295,1.7399415443524635
296,3.0327946134231514
297,0.8322543957530866
298,1.0816747588228466
299,3.829789568695171
300,3.869340324327509
301,1.2725818341463415
302,7.337750508613766
303,0.9299810169113077
304,1.991789503173283
305,5.612840475511811
306,7.334157428498185
307,2.6331215824291268
308,4.673908529275121
309,1.3450130713459858
310,4.11338557854979
311,2.6782190778010717
312,6.645613353850054
313,0.4623423865620006
314,
315,0.31200987024638055
316,4.163094519127309
317,3.038722716624975
318,6.4778109391059635
319,1.7325878629453755
320,2.1588227302758707
321,0.935227753063118
322,1.567730252085857
323,4.332389187245045
324,0.6703928026497336
325,
326,1.113182385274546
327,6.688227201782822
328,2.2310501455324894
329,4.581246020767038
330,4.174398533034558
331,4.574649719527301
332,2.0330694865545795
333,5.861301085653544
334,3.0896606708913557
335,0.9578123054511251
336,1.7908583312370212
337,6.249828205069671
338,5.39325406691497
339,1.0894246437692379
340,2.0310859884461108
341,0.8370843321215862
342,3.5554408880675292
343,1.8619528090332798
344,2.3217235145363793
345,0.360949284328642
346,
347,1.2042170792987028
348,2.082085136255671
349,4.160961430162839
350,1.5153479380556738
351,2.9424072291127623
352,3.8279184414795906
353,6.0714043823758335
354,1.2663620033670349
355,1.8229069709878991
356,1.9908036560728046
357,2.8496695085985193
358,1.6018150102764703
359,3.2349814689075886
360,1.7182889131062713
361,0.4069018925815057
362,1.5393747058472806
363,3.150110850449034
364,3.3669265789865443
365,2.1981846196205854
366,3.750200740829516
367,1.7912943468516882
368,2.6214123148884547
369,1.6875644111540113
370,0.764651120544868
371,5.381739532278181
372,
373,2.9955620914495094
374,1.1268973130690252
375,0.912740034567909
376,2.907344219547443
377,1.7076606323465693
378,5.04113584234966
379,3.3693812579930467
380,1.4083597189189578
381,0.5551060876041503
382,1.2602644994338417
383,2.4665909412510656
384,2.4390357555323376
385,2.319662745832669
386,1.076558314200891
387,0.6690999991234489
388,0.9246021617346696
389,6.088512647186046
390,1.165181443173596
391,3.5931873532203156
392,5.295358635731212
393,5.585614598455555
394,3.0026761768788375
395,0.8448377635825188
396,3.806247980492878
397,2.4176413028208654
398,1.9917875198166628
399,0.5044859452481402
400,4.305138814484838
401,2.2990714536669024
402,7.1264415499349045
403,1.0892755637466156
404,1.500449028002038
405,4.658103174151133
406,6.573943073399457
407,3.495316674441622
408,0.9539619587442982
409,0.7077691533991105
410,0.5026494661147214
411,1.8625811654247655
412,1.1238385838409841
413,1.5050974328129354
414,1.0100952103690455
415,1.4225563166286421
416,1.6145088683555149
417,4.284133212109066
418,0.6636502266907284
419,2.21165168777171
420,5.127202926409003
421,3.609030199595073
422,0.9264891915841275
423,0.4906136670027205
424,4.409577794685451
425,1.7299843288832866
426,3.4542841269745557
427,5.353127443546293
428,0.6394429411239139
429,0.32993741682586347
430,1.5639579472027596
431,1.1219286057794935
432,5.970769992783704
433,1.208960569404465
434,3.2429712185104056
435,2.9953940378067956
436,2.4411379781317244
437,1.5778434732855287
438,4.903330064716451
439,1.04175830927406
440,1.624282957983808
441,0.37431873196305504
442,4.149167168370114
443,0.905902856484396
444,3.111794137616324
445,0.5829657824632358
446,1.1237878763009816
447,0.691583538211762
448,1.103061560892995
449,2.9297374293897755
450,0.9543815158463385
451,3.4183702334227295
452,2.176171801292145
453,2.0706955742535635
454,2.317731481072886
455,2.2635486214885083
456,0.4983984763130077
457,1.146651768522986
458,0.8555018617657654
459,1.327312341438492
460,1.7846444693419838
461,2.5988118657901045
462,0.5077776574262761
463,3.9287314401058655
464,5.727907638858806
465,0.7022064155036303
466,5.065871909217632
467,1.8796541215821168
468,1.605627242719173
469,1.4187601780068146
470,1.1516385424747544
471,2.8980517533539523
472,1.8899926207229465
473,2.851668236425233
474,3.553712820099925
475,1.3802785935393302
476,2.11380832691693
477,3.1633367929678706
478,2.647757653589716
479,3.6952366376598764
480,3.4351080359865644
481,0.8251736106662313
482,3.6165538900429897
483,1.685008097084322
484,0.4757189189088179
485,4.872410649919363
486,1.9040089060067686
487,1.7012616247319916
488,1.4600089548539654
489,1.5854370974816225
490,2.231117596019457
491,1.762566317826142
492,0.8025105188687159
493,1.4772986222835283
494,0.9219464129923314
495,5.269262956796232
496,4.1894992251844325
497,3.103130524262385
498,4.45901296094563
499,2.1567267396632284
500,2.2909158005993384
501,7.196723244871571
502,2.0710802833876882
503,3.060477930378681
504,1.0020005778770025
505,3.7068885476803533
506,6.7318814025483675
507,1.8651231133226587
508,7.448860239634209
509,3.100530652798649
510,1.5493962149371998
511,0.666206672915489
512,2.5917114600138977
513,4.800603492973458
514,4.210494539656135
515,4.538689509264896
516,1.3571960057032533
517,2.839802042268683
518,6.109466665243678
519,1.0132243670409304
520,0.5078694097686524
521,1.061606082455953
522,4.85277836986357
523,2.3275845567698386
524,0.6822955274155361
525,4.826602851644664
526,0.6146552072742208
527,2.5835616658906475
528,2.8394897288383634
529,2.266918320569337
530,1.5071039231027472
531,3.9582244696227957
532,3.6029824579624647
533,4.512629611986736
534,2.1859058790526373
535,0.594693171934143
536,0.8885096330231117
537,6.733725299055776
538,2.4497305809303214
539,1.8254574550804696
540,3.5199621626811832
541,1.0828695535176927
542,1.7320831671544792
543,1.5962592652784178
544,0.4148772938774303
545,1.0291825960891647
546,1.5085381165301486
547,0.68922053807263
548,0.2869019606150315
549,0.6787493937370923
550,4.523697085572822
551,8.205414119416318
552,3.1673303080833253
553,2.078102566775986
554,0.9887917853916837
555,0.8127233997661782
556,3.5175095836115995
557,4.707049075673832
558,1.8762011389609514
559,1.245277098110153
560,2.646782662157222
561,1.6007103723221336
562,5.568756940696364
563,1.408600444675894
564,4.298249644961008
565,0.3984045383451456
566,0.9578202288422373
567,4.597393034419954
568,6.663449983236577
569,0.3903221062293591
570,1.5573712925511176
571,0.8810354544384735
572,0.5740203118075392
573,4.904597473800569
574,0.3615499716510978
575,0.4165435848716776
576,0.783341147363887
577,1.4615240509553384
578,3.136788349840008
579,4.529282182487476
580,2.3531805130900096
581,1.3151332915947387
582,4.650428835984973
583,0.44782950534876453
584,0.5936183689595275
585,0.5010265138393853
586,4.223444462811533
587,2.974269377932988
588,0.7195353929019469
589,3.4055005770779783
590,1.3711490730890565
591,0.13641436964653988
592,1.0397908278425492
593,1.7206854542244021
594,0.28960249994180226
595,1.2424100013425872
596,2.5462639619796175
597,0.8536888381248854
598,2.8377424709345984
599,2.141437069576852
600,0.9131004886212607
601,3.3196290490737
602,3.0199908083279623
603,0.8174788672034489
604,1.6326265326416127
605,4.620380411174872
606,6.320042000300079
607,6.214209209635652
608,1.1650958504616213
609,1.2578658897680082
610,5.377298676782751
611,7.3530236317782585
612,0.8172220220229355
613,1.3923304818937992
614,0.25578183043009955
615,3.134444533802019
616,1.5071213858239818
617,1.56058925494155
618,2.572745113766894
619,3.7916624440660094
620,0.7093627895414423
621,3.7175136742388277
622,2.952475699945375
623,6.759057441623181
624,4.188376833580374
625,0.23016575316284119
626,3.0543373331376436
627,3.3218175537583035
628,8.57657045942659
629,2.248609748819727
630,1.7456167721502829
631,8.402464133204536
632,1.3938445108319688
633,2.4574988202272134
634,5.707240678567151
635,0.5238196257103438
636,2.823256720735509
637,3.4563764991246506
638,1.5006701532288247
639,4.230882597286399
640,2.276174291257813
641,0.4899182161460274
642,2.837113861037228
643,4.669681102428141
644,3.091984758067849
645,1.4332609060791057
646,1.7933405194298528
647,4.959175858734527
648,5.1457831576392
649,0.2201807043980357
650,1.7261504380356354
651,0.6300728230895944
652,1.5126946442354854
653,2.8984649618660647
654,2.1634428082133392
655,0.8914628636362989
656,1.6606055835700166
657,3.855030930742694
658,2.0784804228475
659,4.9265973036268536
660,0.5010603394602259
661,1.5661865497095606
662,2.2756339157960155
663,3.2569151563412713
664,1.4747789822379311
665,0.5514359340776198
666,5.318851871556894
667,6.859195280340291
668,1.9240302340609083
669,4.752177414624617
670,4.002190273902831
671,4.041211022146561
672,1.6281851021518625
673,6.536369425755429
674,0.8774970485521593
675,1.6509382573207234
676,0.6330582455325228
677,1.2728110246777848
678,1.6902173222626122
679,1.9636679416015477
680,4.165313176741611
681,1.318126343434237
682,1.0625192912066135
683,1.9792343484379578
684,4.288628761489349
685,1.8318065767338811
686,3.183929800317925
687,1.7803831124718392
688,3.26410561420729
689,1.253990686641831
690,1.066288894945719
691,2.589698134315125
692,0.8940793289972901
693,3.889474423979341
694,1.3059227539077063
695,1.4775314718901371
696,3.21197532147743
697,3.9667204548620814
698,1.713088077491525
699,4.69449743632459
700,2.630290891085284
701,1.6433015704778502
702,4.7510191307143925
703,6.952994782178406
704,2.607678690812475
705,2.3107492742523896
706,0.371578449556388
707,2.793697635083749
708,0.15387527961820063
709,3.4136180422973688
710,1.1110532290337505
711,1.2560789671552466
712,1.6422715995136552
713,1.7945564676779489
714,2.285902629886005
715,2.432593306862618
716,3.061037994120957
717,2.1835083170331067
718,
719,2.9076912950408773
720,2.050048550118317
721,5.578396481610079
722,3.2103187204482273
723,1.066565847186486
724,0.45321491993950924
725,0.20090960876325248
726,3.539693432564424
727,1.5442246601573133
728,0.6102112011690737
729,1.1447403729383834
730,0.8916646148256541
731,2.789670690625277
732,1.239697429518555
733,2.6966624626470033
734,0.7903399570593945
735,0.5238111404079204
736,6.078671398034576
737,2.0308675402266525
738,4.814283158246966
739,0.326208658972608
740,1.0889007400449653
741,6.1217955553122305
742,1.2752449078237857
743,1.171374506316358
744,6.800609092846584
745,1.9250031286952904
746,4.575173337153625
747,3.3423280827320743
748,6.9534880477578005
749,1.2960118949870116
750,3.3941830493761462
751,4.278461169131694
752,1.4320982494727295
753,0.7172271771658181
754,6.285868539972128
755,3.692872579611761
756,2.646606036492742
757,4.454135490083102
758,5.303199544895744
759,1.499186783443414
760,1.6990484330221227
761,4.109222383924868
762,3.421098341248834
763,1.8523753012070516
764,1.0598529288462166
765,2.854357327485895
766,5.658986901114586
767,1.2977575925278328
768,3.9256632590758014
769,2.7067470381254637
770,0.9385602421989238
771,0.9296418644016168
772,7.089917004783322
773,6.435518938695216
774,3.128525359203705
775,3.048822944061065
776,1.8602959065996902
777,4.7083198688571475
778,3.028065442849177
779,5.451522931277744
780,0.9090606396891737
781,1.0753638524758458
782,5.404504030164798
783,6.937139625102608
784,2.645376364508359
785,4.8282255525896
786,6.340192369491562
787,0.3291271036487394
788,2.396353238569176
789,1.1940574831392694
790,1.17162489888445
791,2.58669688755971
792,1.7413123616968127
793,1.0240033915562141
794,1.8433589811321074
795,5.4243740550059
796,1.0229777529633886
797,3.1558965117336104
798,2.670124385648856
799,1.4941056668171544
800,6.721576480823505
801,3.215607946845321
802,1.1787811762554306
803,1.5962941109630862
804,0.8962462559462779
805,1.1968698542656508
806,0.5174525693506131
807,1.5955705702533862
808,0.7868823978459466
809,1.16471880384365
810,2.142297258523967
811,4.754912903834251
812,1.4418186083226083
813,0.7831905236968971
814,3.0394270879213923
815,2.357447265560761
816,1.5257140805789149
817,1.4970823676336418
818,1.2695904704421983
819,2.352461890509463
820,2.6136817351449126
821,0.1704374565339721
822,7.225138561413543
823,5.1733993429794864
824,
825,1.855478268260506
826,5.801180636710658
827,1.9379754294880551
828,1.9857132264871213
829,3.062560162915684
830,4.6902326458530075
831,0.6954212612042875
832,5.044720905449763
833,3.9353667577963396
834,0.23101928366274987
835,4.012773025641895
836,0.5738403974216916
837,
838,2.4508604175724273
839,2.3564093892124043
840,0.12910721886699644
841,4.465447106609848
842,2.1516321817852946
843,2.58196214333852
844,5.7196281516328975
845,1.0937129161224515
846,5.762540113096704
847,3.354787032110052
848,1.271351636182104
849,4.790546120944382
850,0.6133052261631395
851,1.948022456843516
852,2.4722751581461533
853,1.911429950000142
854,3.2839787511965954
855,0.771932475365341
856,1.1695428568444557
857,0.43476016055534533
858,0.8955320313951415
859,2.1756542315051974
860,1.9155955406696277
861,4.051236374082595
862,1.7405669630140692
863,3.58075698496063
864,2.7895349833046335
865,1.7038460527745636
866,1.862108582035841
867,1.0209119919114784
868,2.078893868030846
869,3.7098534452066336
870,3.8917373122327494
871,4.066435914872111
872,3.693148393275766
873,2.2158000132077347
874,1.2267046225556446
875,0.666961860793283
876,0.8218742893881588
877,2.138739057759926
878,0.8450001869416889
879,3.4321188551341737
880,2.800168002877225
881,3.989514568387304
882,4.5677312267994195
883,7.063503037746811
884,6.0155694544869895
885,4.7096955028566825
886,6.206116064542454
887,0.7450540515748332
888,1.3726706781360922
889,1.6357229286801251
890,6.4568308879871585
891,2.5388330520393487
892,0.4563591166477995
893,0.9709827240403633
894,4.003316118973396
895,1.408119550977888
896,1.7487178185985204
897,2.413882817975085
898,1.4983869792710396
899,2.9822251993158537
900,1.222335515332077
901,0.5858272107428182
902,2.496011977133446
903,0.6750545570788989
904,3.849901218658577
905,1.9688366718245647
906,0.21799607137433988
907,2.1154120278190454
908,2.9232547686168666
909,3.454174615070099
910,1.692511817211239
911,0.8958369517452122
912,1.5183978634987183
913,0.9892219896094168
914,4.562921862792121
915,7.257666300545246
916,0.8740917820785037
917,1.0596003014996789
918,0.6285687543099269
919,2.79950512181848
920,2.4487838659643875
921,4.0754949317592715
922,1.4862437663195858
923,3.0431954943928243
924,4.439267572764701
925,0.63317435660051
926,2.4130797166160844
927,4.871440850731591
928,0.30549911491620674
929,1.7797878625988635
930,1.3041077342583514
931,0.5249614696599002
932,1.4738114185668227
933,6.251938226358571
934,7.564074416537541
935,1.8875844995943425
936,3.519188212541734
937,2.689542221546564
938,1.8805744549504493
939,7.378000790728853
940,2.207810504316968
941,2.417787623887164
942,1.9211490617278515
943,6.451509869303133
944,3.6268543142873666
945,3.9626436228126716
946,4.792451850143761
947,1.014605875461275
948,1.0265002606931695
949,1.9174096013285344
950,2.7100554328428754
951,3.2241075727078385
952,6.954803560774346
953,1.0687831154259837
954,3.6020719604850204
955,6.150424132590088
956,1.3619852097429048
957,5.928196958786828
958,2.223796051580665
959,3.5237854931943486
960,3.206768778867035
961,5.4849068623099315
962,2.338803881391198
963,1.817607292073126
964,0.8680954944587561
965,0.5489446987667206
966,2.513129703908711
967,0.5754971451619391
968,4.255449599755635
969,3.6114459344140912
970,3.813813027000621
971,1.8094782030093606
972,1.9859485442213547
973,0.9742621134200896
974,1.4874799380653745
975,0.22751701799071405
976,4.383335946116794
977,1.1003014000128413
978,1.493018833802521
979,1.9653556673867532
980,2.279589623610303
981,1.5975847665690657
982,6.329751387666065
983,5.520043746415226
984,5.124047769284816
985,2.0743331156947105
986,0.1374210008319169
987,1.4418621021178044
988,1.547530555860813
989,4.605723382926773
990,4.54220067585687
991,1.8566117698542794
992,2.5285850381703927
993,0.24404554150828883
994,1.4330011559127096
995,1.145252406329974
996,5.567577369347227
997,0.7589900993130666
998,1.1904183962004662
999,6.087563761157754
1000,0.23634008234030823
1001,3.969951599993145
1002,3.0862892722658763
1003,3.4580490321560267
1004,6.680588469231468
1005,2.433880081720333
1006,3.4601705620225722
1007,1.0744250312731514
1008,4.76632582338647
1009,7.4769508169274905
1010,0.9319983587716947
1011,4.422796708436963
1012,2.484485784306976
1013,4.603595913441202
1014,1.2247923348254834
1015,0.8384152554338071
1016,3.4179555512222533
1017,1.6425680924797188
1018,1.2757637250476854
1019,1.0494731736488923
1020,1.2964212024193185
1021,2.325841900056216
1022,0.8565300006092599
1023,0.7600786838851135
1024,0.8163615359357655
1025,2.941135680993771
1026,4.670259596627077
1027,1.5782932839440686
1028,7.504417689256179
1029,7.571259625955476
1030,2.7111048390750114
1031,0.9902326273290576
1032,1.4850431340019319
1033,0.5484386928644863
1034,7.082124457223455
1035,0.8522767281891848
1036,5.385668926233
1037,1.5215592998151803
1038,1.5246111282343904
1039,3.286650492150082
1040,1.4186050177416467
1041,6.461193346426007
1042,1.1150744198997626
1043,1.7953459970714905
1044,1.631084666017598
1045,3.2210574136359917
1046,1.3525514927105922
1047,1.9942859708933836
1048,4.91603455700234
1049,8.216123985807803
1050,2.478238418746269
1051,3.657435129797366
1052,2.1379051194443104
1053,6.8756226676232375
1054,0.8652079715403276
1055,0.8019623520800284
1056,7.66458108029667
1057,2.5126339503506143
1058,0.6216658243083301
1059,2.389590251884656
1060,0.8731666341552128
1061,1.4925798894405642
1062,1.734411479802261
1063,5.485235105993861
1064,6.457742955280233
1065,2.310558565557891
1066,1.9691820037920045
1067,4.335673571748017
1068,3.2319862274957796
1069,1.5756117586700102
1070,3.029757621887477
1071,3.0170906899166807
1072,1.4498544819100634
1073,5.604267899820216
1074,1.9304538767687898
1075,1.1296712372169226
1076,1.1790538126546999
1077,7.356673062459018
1078,4.817879791015728
1079,2.410147866712127
1080,1.1255147886297374
1081,2.578660601550674
1082,5.157795141291033
1083,4.0420089620576745
1084,2.3665116457407187
1085,
1086,0.9399800746300614
1087,0.9050137447632953
1088,0.9747249094025254
1089,1.6038147017899358
1090,0.6635036879068449
1091,4.265589568428827
1092,1.2678166425110433
1093,0.3436316252477158
1094,0.5053582492019705
1095,1.3035185673778478
1096,5.920299704542316
1097,5.222703798328514
1098,1.4115028886036398
1099,1.9295782083389956
1100,4.2273310142627745
1101,2.334676803312271
1102,3.371069228074934
1103,0.9122656022584269
1104,4.039301002514059
1105,3.735315489199381
1106,7.882765793550362
1107,1.6047177648741056
1108,1.9113658274023733
1109,2.9216519135357966
1110,1.2498110597035523
1111,0.5148834260273171
1112,1.376760254674345
1113,3.988281322645
1114,1.0579717935309354
1115,6.407851748226175
1116,1.1849131046247645
1117,2.5336140826162805
1118,1.0060160956601307
1119,3.7100047935685154
1120,0.5024483466224551
1121,2.329075713522181
1122,1.8122787438970014
1123,5.779176096469385
1124,0.9720334288110177
1125,0.4053855154019537
1126,1.6441374260773962
1127,0.8626586240121633
1128,
1129,3.15794876477843
1130,3.0220279020896514
1131,0.5896381083350734
1132,1.6070524802134234
1133,1.8345778887256214
1134,3.470311902824859
1135,7.190541550300557
1136,2.4796893038321817
1137,1.733543828005769
1138,1.341362291372276
1139,2.971337613472631
1140,3.652461980719637
1141,3.969052971325135
1142,2.2527002574578967
1143,0.4937405109627408
1144,0.8551349275299437
1145,0.9334691375792217
1146,3.4849970002452237
1147,6.625653617781543
1148,5.664280725469784
1149,1.2122946134775208
1150,1.0784790983690717
1151,3.207771693546314
1152,2.0820038114613966
1153,5.6250757583071564
1154,3.035700826311412
1155,1.1391309945132624
1156,0.2300543593607007
1157,1.4608255189265145
1158,2.162989215850779
1159,3.1538427279280867
1160,1.384539463012416
1161,0.44889198137806136
1162,3.5202314014689144
1163,4.961720375593723
1164,0.26963069041346793
1165,4.665328565767195
1166,5.169060701066587
1167,1.3504541261643572
1168,5.911775144883951
1169,1.2720555949973016
1170,2.1717424000209613
1171,3.209873564503631
1172,5.276096262605754
1173,7.5291877061520065
1174,1.3687059302566549
1175,2.32771439727441
1176,3.9089618332221026
1177,6.05839604008101
1178,1.4373389702995722
1179,1.174000862794802
1180,0.4349513072865904
1181,3.1353388956788044
1182,2.783314620834882
1183,5.627020584250929
1184,1.280482817633924
1185,2.2375889183267454
1186,4.459391670214061
1187,0.2983370767678136
1188,2.4776465642790777
1189,4.793512419478473
1190,0.7724644923457687
1191,6.842718333180511
1192,5.201292521690384
1193,2.701372342644581
1194,1.4610151037134382
1195,0.756315586699925
1196,2.7779918673815938
1197,0.41990707537098326
1198,2.2327691258359144
1199,2.2523460876155466
1200,2.4215438515781327
1201,
1202,1.3181982123172622
1203,1.8001302294101709
1204,5.913840118453502
1205,3.612531485234854
1206,3.0123742223242065
1207,4.625999258997482
1208,3.8799413063030035
1209,0.29910134672914074
1210,8.374001656970766
1211,1.3649912354443021
1212,2.5798279708453227
1213,1.6129507536500352
1214,2.14603861846751
1215,5.3368437669783555
1216,0.5232561541661124
1217,2.3346912929014
1218,5.109459238100343
1219,1.093763971537879
1220,2.478200963852683
1221,1.1289528595436678
1222,1.8802963933825148
1223,4.260720999818591
1224,1.5563848679732635
1225,0.31118102895938754
1226,2.24730069552843
1227,1.4947740396823515
1228,0.7053687514633882
1229,0.9529598699192361
1230,3.1419287127779287
1231,2.5689423669895546
1232,4.3549923224925315
1233,
1234,1.0376226604475667
1235,2.6272447215049275
1236,0.2870342361919846
1237,2.9154839941598394
1238,1.1217493726905683
1239,0.658725279872223
1240,1.940821346167301
1241,2.4753341985819723
1242,6.771241037992012
1243,0.7184404751795039
1244,1.115648354549579
1245,5.379315751278636
1246,1.2843513512244658
1247,7.780495316679679
1248,0.16481397777526707
1249,0.501842658191879
1250,5.029560169097344
1251,1.340422507387286
1252,5.008960826484226
1253,1.2713966679406048
1254,5.26397923642993
1255,1.849420403798464
1256,7.093790407167182
1257,2.409074004223984
1258,1.9222132169182313
1259,2.323591726995375
1260,1.8567022176986185
1261,2.379877341767318
1262,2.558363219401592
1263,0.8301585449668949
1264,0.35775717304280463
1265,4.916495459718086
1266,1.2058896784009763
1267,6.094115648596138
1268,0.8494931332906116
1269,4.1254426688332115
1270,5.74045852472674
1271,1.0185571118757064
1272,5.084352078076386
1273,3.5456883642240626
1274,1.4343696036451248
1275,1.0627917088945695
1276,5.379174891086661
1277,3.008878281496788
1278,0.6136273689940511
1279,1.1083749815920285
1280,5.608621038929124
1281,0.8731734195491763
1282,2.776013488074467
1283,0.11529404815483404
1284,3.871546577879517
1285,0.9421760877585433
1286,0.8246176008334937
1287,0.6418208225575256
1288,0.3737030941950596
1289,1.6585150909886834
1290,3.371802543228586
1291,7.073335871459831
1292,4.713936171831381
1293,3.502318929831025
1294,4.364025792746378
1295,1.7575925457770964
1296,2.055590250913485
1297,1.4848251832224661
1298,3.452623114592543
1299,4.103128698052338
1300,2.219743835057168
1301,6.007714997837367
